job_id,user,num_gpu,submit_time,iterations,model_name,duration,interval,expect_time_list,expect_value_list,best_effort,job_type
30,vc_ee9e8c,1,11132,5547,mobilenet_v2,26,18,88-138-178-228,10-8-5-2,0,soft
31,vc_b436b2,1,12315,4017,inception_v3,21,9,45-85-115-165,10-8-5-2,0,soft
32,vc_e13805,4,20082,8154,resnet101,2128,25,2658-2898-3138-3978,10-8-5-2,0,soft
33,vc_2869ce,1,97,3534,resnet101,180,23,323-363-383-443,10-8-5-2,0,soft
34,vc_11cb48,1,3317,5216,inception_v3,32,16,103-133-163-213,10-8-5-2,0,soft
35,vc_b436b2,1,19648,5636,inception_v3,378,22,572,10,0,strict
36,vc_ed69ec,1,7341,1850,alexnet,102,20,159,10,0,strict
37,vc_0e4a51,1,5014,6466,resnet101,672,7,1106-1166-1286-1646,10-8-5-2,0,soft
38,vc_103959,1,12076,1099,inception_v3,26,9,44-104-124-154,10-8-5-2,0,soft
39,vc_7f04ca,1,15779,3404,resnet101,20,17,61-121-151-171,10-8-5-2,0,soft
40,vc_6214e9,1,14340,9766,inception_v3,252,17,360,10,0,strict
41,vc_ee9e8c,1,11371,4956,inception_v3,30,5,89-119-139-179,10-8-5-2,0,soft
42,vc_ee9e8c,1,33,3386,vgg16,83,18,33,10,1,best
43,vc_103959,1,12081,8777,mobilenet_v2,31,7,99,10,0,strict
44,vc_2869ce,1,3878,8318,resnet101,69,18,82-142-172-232,10-8-5-2,0,soft
45,vc_6c71a0,1,2850,7720,alexnet,1239,18,1890-2070-2250-2790,10-8-5-2,0,soft
46,vc_7f04ca,1,1018,8464,vgg16,59,18,122-182-202-262,10-8-5-2,0,soft
47,vc_6214e9,1,17887,7660,inception_v3,26,19,53-93-153-173,10-8-5-2,0,soft
48,vc_ed69ec,1,19083,4340,resnet101,63,5,117,10,0,strict
49,vc_e13805,1,12163,3849,mobilenet_v2,349,6,677-737-797-977,10-8-5-2,0,soft
50,vc_103959,1,1053,747,vgg16,57,5,147,10,0,strict
51,vc_103959,1,5614,9236,vgg16,33,22,86-136-186-226,10-8-5-2,0,soft
52,vc_ee9e8c,1,8566,514,mobilenet_v2,636,5,794-854-914-1154,10-8-5-2,0,soft
53,vc_ed69ec,1,14419,1695,mobilenet_v2,40,14,101,10,0,strict
54,vc_6214e9,1,922,5230,inception_v3,98,5,158-188-248-308,10-8-5-2,0,soft
55,vc_2869ce,1,1378,2236,inception_v3,68,13,1378,10,1,best
56,vc_ee9e8c,8,7413,3025,inception_v3,2218,25,3147-3447-3747-4707,10-8-5-2,0,soft
57,vc_103959,1,11268,5749,inception_v3,31,24,72,10,0,strict
58,vc_ed69ec,1,11301,2616,resnet101,34,5,99-129-179-199,10-8-5-2,0,soft
59,vc_2869ce,4,876,8942,mobilenet_v2,3858,5,4284-4704-5124-6384,10-8-5-2,0,soft
60,vc_11cb48,1,8526,1710,vgg16,2840,22,3474-3774-4134-5154,10-8-5-2,0,soft
61,vc_6214e9,1,10264,3496,inception_v3,136,15,10264,10,1,best
62,vc_6c71a0,1,11564,2742,inception_v3,26,6,76-116-166-206,10-8-5-2,0,soft
63,vc_7f04ca,1,13462,6507,alexnet,29,5,98-128-168-188,10-8-5-2,0,soft
64,vc_11cb48,1,273,7659,vgg16,89,11,147-187-207-257,10-8-5-2,0,soft
65,vc_ee9e8c,1,13551,2805,mobilenet_v2,36,16,69-99-149-209,10-8-5-2,0,soft
66,vc_6c71a0,4,716,8446,alexnet,1136,9,2224-2404-2644-3304,10-8-5-2,0,soft
67,vc_103959,1,1019,1463,vgg16,58,12,121-151-201-261,10-8-5-2,0,soft
68,vc_0e4a51,1,1565,9752,vgg16,62,5,175-195-255-285,10-8-5-2,0,soft
69,vc_6214e9,1,11581,3960,alexnet,1545,10,2639,10,0,strict
70,vc_11cb48,1,5514,8137,vgg16,89,25,186-246-306-366,10-8-5-2,0,soft
71,vc_b436b2,4,9574,9611,alexnet,1728,18,2126-2306-2546-3146,10-8-5-2,0,soft
72,vc_ed69ec,1,7619,3511,resnet101,226,15,301-331-361-421,10-8-5-2,0,soft
73,vc_e13805,4,661,5984,alexnet,4263,25,4919-5399-5879-7319,10-8-5-2,0,soft
74,vc_2869ce,1,18667,8915,inception_v3,22,5,53-93-133-173,10-8-5-2,0,soft
75,vc_6c71a0,1,13915,5360,inception_v3,27,14,65,10,0,strict
76,vc_11cb48,1,1341,618,alexnet,54,10,99-129-149-179,10-8-5-2,0,soft
77,vc_ee9e8c,1,3431,9200,alexnet,147,9,169-209-259-299,10-8-5-2,0,soft
78,vc_11cb48,1,17843,4642,inception_v3,27,5,97-127-187-247,10-8-5-2,0,soft
79,vc_6c71a0,1,8316,9735,vgg16,1392,17,2004-2184-2364-2964,10-8-5-2,0,soft
80,vc_7f04ca,1,11594,3584,mobilenet_v2,42,11,106,10,0,strict
81,vc_103959,1,20086,9307,inception_v3,136,12,194,10,0,strict
82,vc_11cb48,1,1407,3918,mobilenet_v2,39,16,93,10,0,strict
83,vc_b436b2,1,13898,6102,inception_v3,28,13,82,10,0,strict
84,vc_7f04ca,1,14340,8554,inception_v3,22,14,60-120-170-230,10-8-5-2,0,soft
85,vc_103959,1,7322,3562,inception_v3,154,19,298,10,0,strict
86,vc_2869ce,4,4272,4545,vgg16,264,17,4272,10,1,best
87,vc_b436b2,1,931,2070,alexnet,61,21,89-149-179-199,10-8-5-2,0,soft
88,vc_6c71a0,1,116,8923,mobilenet_v2,180,6,364,10,0,strict
89,vc_ee9e8c,1,15332,2454,inception_v3,22,11,88-108-148-198,10-8-5-2,0,soft
90,vc_e13805,1,340,4683,mobilenet_v2,86,9,140-200-250-300,10-8-5-2,0,soft
91,vc_e13805,1,8568,441,mobilenet_v2,225,10,432,10,0,strict
92,vc_6214e9,1,1438,3675,mobilenet_v2,41,21,122,10,0,strict
93,vc_b436b2,8,6472,3899,inception_v3,467,25,6472,10,1,best
94,vc_b436b2,1,13898,2563,mobilenet_v2,26,21,82,10,0,strict
95,vc_e13805,1,823,8403,resnet101,97,15,197,10,0,strict
96,vc_ed69ec,1,16930,6618,vgg16,21,19,50-80-120-140,10-8-5-2,0,soft
97,vc_103959,1,11273,8650,mobilenet_v2,26,5,67-87-137-177,10-8-5-2,0,soft
98,vc_ee9e8c,1,3217,3650,vgg16,33,13,83-143-183-223,10-8-5-2,0,soft
99,vc_11cb48,1,10722,4273,resnet101,1578,21,2118-2298-2538-3138,10-8-5-2,0,soft
100,vc_0e4a51,1,7501,3616,mobilenet_v2,103,20,239-289-329-379,10-8-5-2,0,soft
101,vc_6c71a0,1,1498,905,inception_v3,71,18,122-152-192-222,10-8-5-2,0,soft
102,vc_b436b2,1,17842,565,vgg16,32,5,98,10,0,strict
103,vc_b436b2,1,3316,7494,resnet101,34,15,104-144-194-234,10-8-5-2,0,soft
104,vc_e13805,1,3230,4564,inception_v3,34,5,70,10,0,strict
105,vc_0e4a51,1,3716,1858,inception_v3,294,23,484-504-544-724,10-8-5-2,0,soft
106,vc_7f04ca,1,220,9570,resnet101,159,10,260-300-340-380,10-8-5-2,0,soft
107,vc_2869ce,1,18637,2915,alexnet,21,5,83-133-153-213,10-8-5-2,0,soft
108,vc_6214e9,1,17838,1588,mobilenet_v2,30,14,102-142-182-232,10-8-5-2,0,soft
109,vc_7f04ca,1,18779,8502,mobilenet_v2,27,20,18779,10,1,best
110,vc_ed69ec,1,15332,2524,vgg16,22,15,88-128-158-178,10-8-5-2,0,soft
111,vc_ed69ec,1,11635,4230,resnet101,34,23,11635,10,1,best
112,vc_6c71a0,1,10076,1385,inception_v3,373,12,604-664-724-904,10-8-5-2,0,soft
113,vc_0e4a51,1,1322,9882,mobilenet_v2,68,25,178-218-258-318,10-8-5-2,0,soft
114,vc_11cb48,1,16967,3567,vgg16,25,8,73-123-163-203,10-8-5-2,0,soft
115,vc_0e4a51,1,3202,9985,alexnet,34,5,98-128-168-228,10-8-5-2,0,soft
116,vc_e13805,1,11402,6930,vgg16,33,22,58-108-168-218,10-8-5-2,0,soft
117,vc_ee9e8c,1,8236,4232,alexnet,244,15,524-564-584-764,10-8-5-2,0,soft
118,vc_b436b2,1,9332,117,mobilenet_v2,25,19,88,10,0,strict
119,vc_2869ce,1,844,3473,vgg16,59,5,116-166-186-216,10-8-5-2,0,soft
120,vc_11cb48,1,6900,4937,vgg16,37,25,60-120-150-210,10-8-5-2,0,soft
121,vc_6c71a0,1,14122,1675,inception_v3,41,5,98-138-158-188,10-8-5-2,0,soft
122,vc_ed69ec,1,11407,7339,inception_v3,250,5,533,10,0,strict
123,vc_b436b2,1,15566,4495,mobilenet_v2,30,10,94,10,0,strict
124,vc_6214e9,1,13873,1943,inception_v3,64,13,167-197-237-287,10-8-5-2,0,soft
125,vc_b436b2,1,12133,7637,inception_v3,31,22,47-87-147-187,10-8-5-2,0,soft
126,vc_6c71a0,1,1006,2226,mobilenet_v2,99,5,1006,10,1,best
127,vc_6214e9,1,16201,8440,alexnet,119,20,239-279-319-349,10-8-5-2,0,soft
128,vc_7f04ca,1,17463,9260,inception_v3,77,23,117-147-187-247,10-8-5-2,0,soft
129,vc_6214e9,1,1471,6129,mobilenet_v2,40,8,1471,10,1,best
130,vc_6214e9,1,2354,5261,vgg16,209,5,286,10,0,strict
131,vc_ee9e8c,1,11431,6696,alexnet,140,15,269-309-349-389,10-8-5-2,0,soft
132,vc_7f04ca,1,11294,7021,inception_v3,28,10,46-76-96-146,10-8-5-2,0,soft
133,vc_ed69ec,1,18777,2865,vgg16,27,5,63,10,0,strict
134,vc_b436b2,1,1482,5806,inception_v3,41,17,78-118-138-168,10-8-5-2,0,soft
135,vc_b436b2,1,15159,8049,vgg16,65,23,141,10,0,strict
136,vc_6c71a0,1,15569,7241,alexnet,21,7,91,10,0,strict
137,vc_2869ce,1,14127,9590,inception_v3,27,10,93-133-163-213,10-8-5-2,0,soft
138,vc_6c71a0,1,2881,7878,resnet101,140,20,239,10,0,strict
139,vc_11cb48,1,15859,2958,resnet101,288,5,461-501-521-641,10-8-5-2,0,soft
140,vc_103959,1,15847,4626,resnet101,22,5,53,10,0,strict
141,vc_103959,1,12136,3841,alexnet,23,7,44-74-134-164,10-8-5-2,0,soft
142,vc_11cb48,1,17809,6422,inception_v3,72,6,131,10,0,strict
143,vc_6c71a0,1,1359,8670,resnet101,39,22,1359,10,1,best
144,vc_6c71a0,1,8235,286,vgg16,251,9,405-435-465-585,10-8-5-2,0,soft
145,vc_ed69ec,1,3238,4635,inception_v3,198,11,422,10,0,strict
146,vc_ee9e8c,1,13084,5258,alexnet,28,17,56-116-136-156,10-8-5-2,0,soft
147,vc_6c71a0,1,17842,3150,inception_v3,21,13,38-68-88-138,10-8-5-2,0,soft
148,vc_6214e9,1,3215,5237,resnet101,36,5,85-125-175-205,10-8-5-2,0,soft
149,vc_103959,1,318,9929,inception_v3,92,13,162-182-242-292,10-8-5-2,0,soft
150,vc_7f04ca,1,7808,4225,inception_v3,85,5,172-222-272-312,10-8-5-2,0,soft
151,vc_11cb48,1,11635,7410,inception_v3,25,8,65-115-145-175,10-8-5-2,0,soft
152,vc_7f04ca,1,13874,5560,inception_v3,77,20,166-186-236-256,10-8-5-2,0,soft
153,vc_ed69ec,1,83,6184,mobilenet_v2,185,5,83,10,1,best
154,vc_7f04ca,1,12141,3669,mobilenet_v2,26,25,99-129-189-239,10-8-5-2,0,soft
155,vc_e13805,4,12761,5111,inception_v3,2047,20,3499-3799-4159-5239,10-8-5-2,0,soft
156,vc_6c71a0,8,5301,3875,vgg16,148,12,279-299-319-399,10-8-5-2,0,soft
157,vc_11cb48,1,10078,6592,resnet101,406,13,662,10,0,strict
158,vc_ee9e8c,1,11126,4680,alexnet,23,5,34-54-84-114,10-8-5-2,0,soft
159,vc_2869ce,1,1334,3802,mobilenet_v2,41,14,106-136-166-226,10-8-5-2,0,soft
160,vc_7f04ca,4,5439,3979,mobilenet_v2,1194,22,2181-2361-2601-3261,10-8-5-2,0,soft
161,vc_6c71a0,1,14418,1235,inception_v3,32,7,102-122-172-212,10-8-5-2,0,soft
162,vc_7f04ca,1,6895,6815,mobilenet_v2,154,5,6895,10,1,best
163,vc_6214e9,1,7388,9403,resnet101,104,6,232,10,0,strict
164,vc_e13805,1,677,6287,vgg16,397,5,677,10,1,best
165,vc_103959,1,11131,8971,resnet101,22,5,29,10,0,strict
166,vc_b436b2,1,1469,6854,mobilenet_v2,40,5,91-151-171-191,10-8-5-2,0,soft
167,vc_e13805,4,16482,3866,alexnet,1000,5,1998,10,0,strict
168,vc_ed69ec,1,5708,1838,resnet101,340,17,592,10,0,strict
169,vc_0e4a51,1,1474,5823,resnet101,39,14,86-146-186-226,10-8-5-2,0,soft
170,vc_7f04ca,1,11636,8345,inception_v3,43,14,124,10,0,strict
171,vc_ee9e8c,1,11057,1086,alexnet,27,11,103,10,0,strict
172,vc_ed69ec,1,834,7791,inception_v3,58,14,834,10,1,best
173,vc_6c71a0,1,12324,3439,alexnet,21,6,36,10,0,strict
174,vc_ed69ec,1,839,3068,alexnet,62,6,121-151-211-271,10-8-5-2,0,soft
175,vc_2869ce,1,13919,1792,inception_v3,30,5,61-121-151-191,10-8-5-2,0,soft
176,vc_2869ce,1,13203,1842,resnet101,155,8,297,10,0,strict
177,vc_11cb48,8,5752,687,mobilenet_v2,2290,22,3968-4328-4748-5948,10-8-5-2,0,soft
178,vc_7f04ca,1,6896,300,vgg16,146,7,244-284-304-364,10-8-5-2,0,soft
179,vc_103959,1,1432,677,resnet101,39,15,68-98-118-178,10-8-5-2,0,soft
180,vc_e13805,1,6892,4241,resnet101,146,5,248-268-328-368,10-8-5-2,0,soft
181,vc_2869ce,1,12135,520,inception_v3,28,5,105-165-195-225,10-8-5-2,0,soft
182,vc_11cb48,1,1406,1959,mobilenet_v2,68,24,154-184-244-264,10-8-5-2,0,soft
183,vc_2869ce,1,7646,7121,resnet101,95,5,214-244-294-344,10-8-5-2,0,soft
184,vc_2869ce,1,3222,1846,resnet101,33,22,78-108-148-188,10-8-5-2,0,soft
185,vc_e13805,1,19758,1551,vgg16,30,11,102-122-142-162,10-8-5-2,0,soft
186,vc_7f04ca,1,17129,3071,resnet101,25,10,91-111-141-161,10-8-5-2,0,soft
187,vc_7f04ca,1,332,3169,alexnet,190,13,268-288-338-388,10-8-5-2,0,soft
188,vc_e13805,1,17582,7833,alexnet,36,8,17582,10,1,best
189,vc_b436b2,1,4013,1269,inception_v3,136,19,247,10,0,strict
190,vc_ed69ec,1,14411,7518,inception_v3,26,5,49-109-169-229,10-8-5-2,0,soft
191,vc_6214e9,1,14422,4824,vgg16,20,23,38-98-148-188,10-8-5-2,0,soft
192,vc_6214e9,1,11524,6588,mobilenet_v2,29,12,56-86-116-176,10-8-5-2,0,soft
193,vc_ee9e8c,1,11058,8401,resnet101,22,24,11058,10,1,best
194,vc_2869ce,1,12132,232,vgg16,39,5,108-128-148-188,10-8-5-2,0,soft
195,vc_6214e9,1,153,7737,alexnet,107,5,207-227-277-317,10-8-5-2,0,soft
196,vc_6c71a0,1,19772,5458,mobilenet_v2,31,5,88-128-168-218,10-8-5-2,0,soft
197,vc_2869ce,1,17876,9056,vgg16,387,21,17876,10,1,best
198,vc_b436b2,1,2354,6063,vgg16,214,5,2354,10,1,best
199,vc_e13805,1,99,1918,inception_v3,87,10,201-261-321-371,10-8-5-2,0,soft
200,vc_2869ce,1,14418,116,inception_v3,37,17,102-132-162-192,10-8-5-2,0,soft
201,vc_b436b2,4,6802,7146,mobilenet_v2,2829,24,4238-4658-5078-6338,10-8-5-2,0,soft
202,vc_ee9e8c,1,16929,4956,alexnet,25,8,51-81-121-151,10-8-5-2,0,soft
203,vc_6c71a0,4,18411,9365,inception_v3,747,14,1509,10,0,strict
204,vc_6c71a0,1,867,889,alexnet,58,10,153,10,0,strict
205,vc_ed69ec,4,16415,4809,vgg16,2233,20,2485-2725-2965-3685,10-8-5-2,0,soft
206,vc_ee9e8c,1,232,2502,inception_v3,86,9,232,10,1,best
207,vc_6c71a0,1,11631,8820,inception_v3,30,22,69-99-129-149,10-8-5-2,0,soft
208,vc_11cb48,1,7307,6258,vgg16,33,23,73-103-133-183,10-8-5-2,0,soft
209,vc_b436b2,2,6934,9493,mobilenet_v2,352,7,566-596-626-806,10-8-5-2,0,soft
210,vc_6214e9,1,997,1165,vgg16,98,22,203,10,0,strict
211,vc_0e4a51,1,12143,2679,alexnet,23,23,37-87-107-137,10-8-5-2,0,soft
212,vc_e13805,1,91,6071,mobilenet_v2,89,17,209-249-309-369,10-8-5-2,0,soft
213,vc_11cb48,1,854,2832,resnet101,259,25,346-396-406-466,10-8-5-2,0,soft
214,vc_2869ce,4,11646,4198,resnet101,572,25,834-894-954-1194,10-8-5-2,0,soft
215,vc_6c71a0,1,17587,9328,alexnet,22,5,53,10,0,strict
216,vc_11cb48,1,16046,4997,inception_v3,103,6,214-244-294-354,10-8-5-2,0,soft
217,vc_ed69ec,1,13916,4661,resnet101,26,5,64-94-114-134,10-8-5-2,0,soft
218,vc_6c71a0,1,2359,1763,vgg16,397,5,641,10,0,strict
219,vc_e13805,1,1319,8853,vgg16,40,16,61,10,0,strict
220,vc_b436b2,1,7636,8832,mobilenet_v2,258,8,344-374-404-464,10-8-5-2,0,soft
221,vc_e13805,1,12072,2009,mobilenet_v2,29,5,108,10,0,strict
222,vc_b436b2,1,7642,8919,alexnet,212,9,338,10,0,strict
223,vc_7f04ca,1,60,9701,vgg16,85,19,180,10,0,strict
224,vc_ee9e8c,0,12134,6561,mobilenet_v2,68,5,166,10,0,strict
225,vc_e13805,1,17300,838,mobilenet_v2,50,5,100,10,0,strict
226,vc_11cb48,1,15990,9293,vgg16,408,22,15990,10,1,best
227,vc_ee9e8c,1,12074,5048,resnet101,38,5,106-136-186-246,10-8-5-2,0,soft
228,vc_e13805,1,6886,7304,mobilenet_v2,148,6,254,10,0,strict
229,vc_ed69ec,1,11275,2448,resnet101,24,5,65-95-125-185,10-8-5-2,0,soft
230,vc_0e4a51,1,5601,807,alexnet,55,20,99-139-159-219,10-8-5-2,0,soft
231,vc_6214e9,1,6902,8266,alexnet,151,13,298-358-418-448,10-8-5-2,0,soft
232,vc_7f04ca,1,14419,4873,alexnet,32,17,101-161-191-211,10-8-5-2,0,soft
233,vc_6214e9,1,11316,7659,resnet101,717,21,1404-1524-1644-2064,10-8-5-2,0,soft
234,vc_7f04ca,8,18193,3325,vgg16,1296,7,1787-1907-2087-2627,10-8-5-2,0,soft
235,vc_b436b2,1,11636,9290,inception_v3,20,23,64-114-144-204,10-8-5-2,0,soft
236,vc_e13805,1,6667,822,vgg16,225,5,6667,10,1,best
237,vc_103959,1,3890,9338,mobilenet_v2,72,11,130-150-170-190,10-8-5-2,0,soft
238,vc_ed69ec,8,11058,2673,vgg16,3307,6,4242,10,0,strict
239,vc_e13805,1,1500,1090,alexnet,41,5,1500,10,1,best
240,vc_2869ce,1,3479,5541,resnet101,35,5,61,10,0,strict
241,vc_2869ce,1,3243,6703,vgg16,33,11,57,10,0,strict
242,vc_11cb48,1,14443,4699,resnet101,27,25,77,10,0,strict
243,vc_ed69ec,1,77,5542,alexnet,86,5,163-193-213-223,10-8-5-2,0,soft
244,vc_0e4a51,1,16408,1738,resnet101,90,13,152-172-202-212,10-8-5-2,0,soft
245,vc_6c71a0,1,7640,9035,resnet101,221,5,460,10,0,strict
246,vc_103959,1,3259,7660,mobilenet_v2,240,9,401-431-461-581,10-8-5-2,0,soft
247,vc_e13805,1,979,6851,alexnet,58,20,101,10,0,strict
248,vc_0e4a51,1,7393,1920,resnet101,98,25,167,10,0,strict
249,vc_2869ce,1,3877,7082,resnet101,76,18,143-203-263-303,10-8-5-2,0,soft
250,vc_6c71a0,1,6884,2054,vgg16,155,20,256-296-356-376,10-8-5-2,0,soft
251,vc_11cb48,1,12072,5575,mobilenet_v2,30,5,48-88-138-178,10-8-5-2,0,soft
252,vc_11cb48,1,9557,7088,mobilenet_v2,1914,11,3163-3463-3763-4723,10-8-5-2,0,soft
253,vc_103959,1,6696,2990,inception_v3,506,5,924-984-1104-1344,10-8-5-2,0,soft
254,vc_e13805,1,8827,1978,resnet101,987,23,2033,10,0,strict
255,vc_6214e9,1,11632,8805,resnet101,39,17,128-178-218-258,10-8-5-2,0,soft
256,vc_6c71a0,1,15847,3222,vgg16,23,23,53,10,0,strict
257,vc_ee9e8c,1,3747,7329,resnet101,97,16,213,10,0,strict
258,vc_7f04ca,1,1039,5065,vgg16,98,6,1039,10,1,best
259,vc_e13805,1,3275,2770,inception_v3,32,17,85-135-195-245,10-8-5-2,0,soft
260,vc_2869ce,4,7120,4282,mobilenet_v2,2403,18,3860,10,0,strict
261,vc_ee9e8c,1,3715,2139,alexnet,294,5,545-605-655-785,10-8-5-2,0,soft
262,vc_6c71a0,8,6782,6944,resnet101,1529,13,2338,10,0,strict
263,vc_103959,1,19082,2433,mobilenet_v2,443,11,658-718-778-958,10-8-5-2,0,soft
264,vc_ee9e8c,1,12072,9391,mobilenet_v2,29,22,12072,10,1,best
265,vc_2869ce,1,195,1375,inception_v3,90,10,195,10,1,best
266,vc_ee9e8c,1,51,6283,alexnet,56,5,69-89-129-169,10-8-5-2,0,soft
267,vc_ee9e8c,1,1008,4019,resnet101,59,9,132,10,0,strict
268,vc_e13805,1,5448,5575,inception_v3,868,5,1092-1152-1272-1632,10-8-5-2,0,soft
269,vc_6214e9,1,14418,9450,mobilenet_v2,30,16,102,10,0,strict
270,vc_6c71a0,1,6892,8286,inception_v3,147,12,6892,10,1,best
271,vc_ee9e8c,1,1041,9971,alexnet,68,21,159-219-279-329,10-8-5-2,0,soft
272,vc_e13805,1,11493,6856,mobilenet_v2,41,5,87-127-187-227,10-8-5-2,0,soft
273,vc_b436b2,1,13897,1107,inception_v3,36,9,83-143-183-233,10-8-5-2,0,soft
274,vc_6c71a0,1,13084,3087,vgg16,22,20,56-116-176-236,10-8-5-2,0,soft
275,vc_ed69ec,1,11288,4027,alexnet,39,5,112-132-172-192,10-8-5-2,0,soft
276,vc_0e4a51,1,14410,1541,alexnet,40,9,110-130-180-240,10-8-5-2,0,soft
277,vc_2869ce,1,14334,4631,inception_v3,37,23,66-96-156-216,10-8-5-2,0,soft
278,vc_b436b2,4,2988,4085,resnet101,265,24,492,10,0,strict
279,vc_11cb48,1,15744,6318,vgg16,109,13,216,10,0,strict
280,vc_b436b2,1,5545,777,vgg16,52,16,95,10,0,strict
281,vc_b436b2,1,17129,6409,mobilenet_v2,26,18,91,10,0,strict
282,vc_6c71a0,1,15815,4163,alexnet,21,19,85,10,0,strict
283,vc_6214e9,1,13898,3938,vgg16,23,5,82,10,0,strict
284,vc_ee9e8c,1,12075,4259,vgg16,37,23,105-155-175-225,10-8-5-2,0,soft
285,vc_0e4a51,1,11604,598,resnet101,1546,6,2976-3216-3516-4416,10-8-5-2,0,soft
286,vc_103959,1,12311,6717,alexnet,26,25,49-89-129-179,10-8-5-2,0,soft
287,vc_2869ce,1,12081,4365,inception_v3,25,5,12081,10,1,best
288,vc_7f04ca,1,11500,6039,inception_v3,24,19,80,10,0,strict
289,vc_ee9e8c,1,1705,1078,resnet101,1774,21,1705,10,1,best
290,vc_11cb48,1,1420,6350,inception_v3,40,20,80-120-140-200,10-8-5-2,0,soft
291,vc_0e4a51,1,6302,1022,alexnet,84,16,178-228-288-348,10-8-5-2,0,soft
292,vc_e13805,1,13916,3661,resnet101,33,11,64,10,0,strict
293,vc_0e4a51,1,10261,4044,resnet101,311,21,10261,10,1,best
294,vc_2869ce,1,6895,4362,vgg16,151,5,6895,10,1,best
295,vc_ee9e8c,1,13797,8417,alexnet,22,5,63,10,0,strict
296,vc_ed69ec,1,17460,9720,inception_v3,138,5,300-330-360-420,10-8-5-2,0,soft
297,vc_2869ce,1,4269,2684,mobilenet_v2,75,22,171-211-241-291,10-8-5-2,0,soft
298,vc_103959,1,11492,3514,resnet101,26,8,88-108-138-158,10-8-5-2,0,soft
299,vc_2869ce,1,9711,7209,vgg16,461,20,849-909-969-1269,10-8-5-2,0,soft
300,vc_b436b2,1,12083,8307,resnet101,21,5,97-117-177-227,10-8-5-2,0,soft
301,vc_11cb48,1,12077,786,vgg16,270,5,12077,10,1,best
302,vc_11cb48,1,8129,8407,vgg16,42,5,8129,10,1,best
303,vc_11cb48,1,1362,4902,resnet101,62,9,138-188-248-268,10-8-5-2,0,soft
304,vc_ed69ec,1,18638,1888,mobilenet_v2,21,5,82-122-172-222,10-8-5-2,0,soft
305,vc_2869ce,1,12076,1034,resnet101,35,5,104-124-144-194,10-8-5-2,0,soft
306,vc_ed69ec,0,13898,4054,resnet101,160,5,202-252-292-332,10-8-5-2,0,soft
307,vc_6214e9,1,13202,6588,alexnet,410,7,538-598-628-778,10-8-5-2,0,soft
308,vc_0e4a51,1,226,9173,resnet101,87,8,194-224-244-254,10-8-5-2,0,soft
309,vc_6214e9,1,12137,470,resnet101,24,19,43,10,0,strict
