job_id,user,num_gpu,submit_time,iterations,model_name,duration,interval,expect_time_list,expect_value_list,best_effort,job_type
52,vc_6214e9,1,13914,8419,inception_v3,30,5,66,10,0,strict
53,vc_ed69ec,1,596,4930,resnet101,94,10,184,10,0,strict
54,vc_7f04ca,1,13860,8157,resnet101,70,16,120,10,0,strict
55,vc_b436b2,1,12077,4216,alexnet,37,25,103,10,0,strict
56,vc_11cb48,1,15567,1644,inception_v3,20,21,33,10,0,strict
57,vc_ed69ec,1,3890,5753,alexnet,71,20,190,10,0,strict
58,vc_7f04ca,1,14418,6500,alexnet,30,25,102,10,0,strict
59,vc_0e4a51,1,11483,6806,alexnet,48,15,97,10,0,strict
60,vc_11cb48,1,219,1170,inception_v3,177,22,321,10,0,strict
61,vc_6214e9,1,7336,6922,inception_v3,263,7,404,10,0,strict
62,vc_103959,1,17812,4751,mobilenet_v2,77,5,128,10,0,strict
63,vc_103959,4,17485,5000,resnet101,1635,5,2855,10,0,strict
64,vc_7f04ca,1,1023,7969,inception_v3,90,22,177,10,0,strict
65,vc_ed69ec,4,12761,6555,vgg16,2135,20,3559,10,0,strict
66,vc_ee9e8c,1,18666,5829,vgg16,21,17,54,10,0,strict
67,vc_ed69ec,1,2356,8447,mobilenet_v2,576,6,884,10,0,strict
68,vc_e13805,1,15,8240,inception_v3,86,16,105,10,0,strict
69,vc_e13805,1,6924,5887,resnet101,221,21,456,10,0,strict
70,vc_e13805,1,3206,5527,mobilenet_v2,34,6,94,10,0,strict
71,vc_e13805,1,1013,6493,resnet101,57,23,127,10,0,strict
72,vc_b436b2,1,6690,646,vgg16,106,5,210,10,0,strict
73,vc_6214e9,1,13085,8695,vgg16,26,20,55,10,0,strict
74,vc_6214e9,1,596,2335,resnet101,151,5,304,10,0,strict
75,vc_6214e9,1,6915,9879,mobilenet_v2,157,5,285,10,0,strict
76,vc_0e4a51,1,829,8185,vgg16,57,24,131,10,0,strict
77,vc_ed69ec,1,7519,5068,inception_v3,205,16,281,10,0,strict
78,vc_ed69ec,1,3714,8111,inception_v3,248,17,426,10,0,strict
79,vc_7f04ca,1,1350,7046,inception_v3,67,10,150,10,0,strict
80,vc_2869ce,1,11602,5279,mobilenet_v2,1073,7,2018,10,0,strict
81,vc_7f04ca,1,15815,204,mobilenet_v2,20,7,85,10,0,strict
82,vc_e13805,1,7485,6296,inception_v3,209,7,315,10,0,strict
83,vc_11cb48,1,84,7371,alexnet,84,13,156,10,0,strict
84,vc_11cb48,1,7949,1012,mobilenet_v2,243,19,451,10,0,strict
85,vc_6c71a0,1,16020,9138,mobilenet_v2,152,20,240,10,0,strict
86,vc_e13805,1,834,1016,inception_v3,98,7,126,10,0,strict
87,vc_e13805,1,6685,9581,inception_v3,109,5,155,10,0,strict
88,vc_6c71a0,1,2884,9323,alexnet,141,13,296,10,0,strict
89,vc_ed69ec,1,16969,796,alexnet,23,16,71,10,0,strict
90,vc_6c71a0,1,11633,4295,inception_v3,40,11,67,10,0,strict
91,vc_e13805,1,6424,8314,mobilenet_v2,31,11,56,10,0,strict
92,vc_103959,4,10678,6960,alexnet,103,5,122,10,0,strict
93,vc_6214e9,4,2233,1846,mobilenet_v2,2514,8,3167,10,0,strict
94,vc_7f04ca,1,1589,6700,resnet101,40,24,91,10,0,strict
95,vc_b436b2,1,7506,1686,mobilenet_v2,100,15,234,10,0,strict
96,vc_0e4a51,1,15566,8289,alexnet,1476,7,2014,10,0,strict
97,vc_11cb48,1,12437,3017,vgg16,1392,20,1723,10,0,strict
98,vc_e13805,1,6899,5076,mobilenet_v2,149,9,301,10,0,strict
99,vc_b436b2,1,982,363,resnet101,56,25,98,10,0,strict
100,vc_11cb48,1,7196,6768,alexnet,102,12,124,10,0,strict
101,vc_6c71a0,1,17128,9751,vgg16,26,21,92,10,0,strict
102,vc_6214e9,1,1340,752,mobilenet_v2,68,20,160,10,0,strict
103,vc_6c71a0,1,2354,6769,resnet101,215,7,466,10,0,strict
104,vc_6c71a0,1,3199,5995,alexnet,235,23,461,10,0,strict
105,vc_6214e9,1,867,7827,resnet101,58,5,93,10,0,strict
106,vc_6214e9,1,1016,2735,resnet101,59,14,124,10,0,strict
107,vc_7f04ca,8,8568,1939,vgg16,1398,10,1932,10,0,strict
108,vc_ee9e8c,1,12789,8882,mobilenet_v2,49,21,111,10,0,strict
109,vc_2869ce,1,13860,9674,resnet101,316,10,600,10,0,strict
110,vc_6214e9,1,48,6760,vgg16,566,14,1032,10,0,strict
111,vc_b436b2,4,18355,9759,vgg16,1209,19,1805,10,0,strict
112,vc_103959,1,1336,576,mobilenet_v2,42,9,104,10,0,strict
113,vc_ed69ec,1,304,1598,inception_v3,84,11,176,10,0,strict
114,vc_b436b2,1,344,2705,alexnet,87,6,196,10,0,strict
115,vc_7f04ca,1,293,104,vgg16,85,17,187,10,0,strict
116,vc_103959,1,1574,3020,resnet101,41,8,106,10,0,strict
117,vc_6c71a0,1,19022,4228,mobilenet_v2,44,21,118,10,0,strict
118,vc_2869ce,8,17903,3274,resnet101,1531,13,2317,10,0,strict
119,vc_0e4a51,1,8127,290,vgg16,44,13,93,10,0,strict
120,vc_7f04ca,1,3305,2000,alexnet,33,5,115,10,0,strict
121,vc_e13805,1,7514,5541,mobilenet_v2,127,12,226,10,0,strict
122,vc_ee9e8c,1,1017,7055,resnet101,98,5,183,10,0,strict
123,vc_7f04ca,1,5606,350,resnet101,51,11,94,10,0,strict
124,vc_ee9e8c,1,992,6088,vgg16,57,24,148,10,0,strict
125,vc_11cb48,1,18665,6974,vgg16,30,6,55,10,0,strict
126,vc_ee9e8c,1,4013,9459,vgg16,136,18,187,10,0,strict
127,vc_0e4a51,1,7411,3875,alexnet,191,9,329,10,0,strict
128,vc_ee9e8c,1,6683,1980,mobilenet_v2,35,12,97,10,0,strict
129,vc_103959,1,19936,9486,resnet101,29,16,44,10,0,strict
130,vc_ee9e8c,1,4270,9189,resnet101,191,20,350,10,0,strict
131,vc_b436b2,1,11493,2371,vgg16,30,20,87,10,0,strict
132,vc_2869ce,1,7624,8146,vgg16,220,5,476,10,0,strict
133,vc_0e4a51,1,11533,4258,alexnet,39,13,107,10,0,strict
134,vc_6214e9,1,12474,8785,alexnet,605,5,906,10,0,strict
135,vc_103959,4,15835,4218,inception_v3,3698,7,4925,10,0,strict
136,vc_2869ce,1,18638,8454,inception_v3,21,24,82,10,0,strict
137,vc_b436b2,1,19689,2676,mobilenet_v2,45,24,111,10,0,strict
138,vc_7f04ca,2,3496,4863,inception_v3,601,5,704,10,0,strict
139,vc_103959,4,15053,9003,vgg16,759,21,1447,10,0,strict
140,vc_2869ce,1,1375,7010,alexnet,40,19,65,10,0,strict
141,vc_2869ce,1,18144,5314,alexnet,1212,25,1416,10,0,strict
142,vc_103959,1,117,1511,inception_v3,82,21,123,10,0,strict
143,vc_7f04ca,8,8339,7855,vgg16,295,5,481,10,0,strict
144,vc_6c71a0,1,826,3186,resnet101,58,7,134,10,0,strict
145,vc_103959,1,11512,3350,resnet101,23,22,68,10,0,strict
146,vc_6214e9,1,11058,8759,alexnet,37,7,102,10,0,strict
147,vc_0e4a51,1,7397,284,resnet101,105,6,223,10,0,strict
148,vc_e13805,8,11268,4566,alexnet,44,17,132,10,0,strict
149,vc_0e4a51,1,6912,8085,mobilenet_v2,166,23,288,10,0,strict
150,vc_2869ce,8,5597,3319,alexnet,68,5,103,10,0,strict
151,vc_0e4a51,1,7767,2642,resnet101,95,19,153,10,0,strict
152,vc_6c71a0,1,7051,7973,mobilenet_v2,54,22,89,10,0,strict
153,vc_0e4a51,1,11510,3268,vgg16,22,22,70,10,0,strict
154,vc_0e4a51,1,15425,7087,alexnet,113,5,175,10,0,strict
155,vc_ed69ec,1,3301,9613,resnet101,35,17,59,10,0,strict
156,vc_b436b2,1,7233,7262,alexnet,94,5,207,10,0,strict
157,vc_0e4a51,1,11429,9968,vgg16,141,11,271,10,0,strict
158,vc_6c71a0,1,7506,2163,vgg16,105,8,174,10,0,strict
159,vc_2869ce,1,17841,3427,resnet101,37,24,99,10,0,strict
160,vc_6c71a0,1,13863,9167,alexnet,68,7,117,10,0,strict
161,vc_7f04ca,1,6577,7525,alexnet,105,25,143,10,0,strict
162,vc_11cb48,1,13200,7667,alexnet,464,10,540,10,0,strict
163,vc_e13805,1,623,1410,resnet101,781,5,1417,10,0,strict
164,vc_2869ce,1,11522,1714,vgg16,37,21,58,10,0,strict
165,vc_e13805,1,122,9749,resnet101,186,5,238,10,0,strict
166,vc_e13805,1,11052,9131,resnet101,31,7,108,10,0,strict
167,vc_e13805,1,3316,2849,alexnet,121,5,224,10,0,strict
168,vc_6214e9,1,19969,5827,inception_v3,2004,12,3431,10,0,strict
169,vc_11cb48,1,13085,1963,alexnet,20,14,55,10,0,strict
170,vc_0e4a51,4,20069,9538,vgg16,26,5,91,10,0,strict
171,vc_103959,1,14419,720,mobilenet_v2,28,15,101,10,0,strict
172,vc_ed69ec,1,11402,1643,resnet101,33,25,58,10,0,strict
173,vc_103959,1,11548,4237,mobilenet_v2,172,8,272,10,0,strict
174,vc_6214e9,1,12134,772,vgg16,32,21,106,10,0,strict
175,vc_ee9e8c,1,1588,1595,inception_v3,3185,5,4772,10,0,strict
176,vc_b436b2,1,931,8059,inception_v3,82,21,149,10,0,strict
177,vc_7f04ca,1,12316,202,inception_v3,33,9,104,10,0,strict
178,vc_e13805,1,3306,4114,alexnet,36,5,54,10,0,strict
179,vc_6214e9,1,11572,7737,mobilenet_v2,1617,20,2768,10,0,strict
180,vc_ee9e8c,1,6906,7586,alexnet,161,10,234,10,0,strict
181,vc_e13805,1,2355,8320,resnet101,251,24,405,10,0,strict
182,vc_b436b2,1,15180,4812,inception_v3,22,7,60,10,0,strict
183,vc_b436b2,2,8377,8123,vgg16,1274,5,1823,10,0,strict
184,vc_ed69ec,8,9257,3276,vgg16,3251,5,4363,10,0,strict
185,vc_ed69ec,1,19164,8766,resnet101,100,23,156,10,0,strict
186,vc_ed69ec,1,3715,9908,mobilenet_v2,294,11,545,10,0,strict
187,vc_11cb48,1,15578,7883,vgg16,29,5,82,10,0,strict
188,vc_6214e9,0,13554,6709,vgg16,31,5,66,10,0,strict
189,vc_6c71a0,1,8522,2658,alexnet,1284,11,2278,10,0,strict
190,vc_7f04ca,1,3717,5045,inception_v3,293,5,423,10,0,strict
191,vc_0e4a51,1,11526,5243,alexnet,42,7,114,10,0,strict
192,vc_7f04ca,1,126,670,alexnet,76,5,174,10,0,strict
193,vc_103959,1,15858,6914,vgg16,23,5,42,10,0,strict
194,vc_7f04ca,1,13552,5678,inception_v3,35,25,68,10,0,strict
195,vc_7f04ca,1,5707,8754,mobilenet_v2,689,5,953,10,0,strict
196,vc_ee9e8c,1,9904,9624,mobilenet_v2,929,23,1736,10,0,strict
197,vc_6214e9,1,13915,2935,vgg16,27,10,65,10,0,strict
198,vc_b436b2,1,13221,9221,alexnet,2514,17,4119,10,0,strict
199,vc_2869ce,1,14411,1393,resnet101,32,20,109,10,0,strict
200,vc_7f04ca,1,1624,7296,vgg16,68,6,176,10,0,strict
201,vc_6214e9,1,9904,1817,vgg16,717,5,896,10,0,strict
202,vc_2869ce,1,14419,2877,resnet101,34,13,101,10,0,strict
203,vc_2869ce,1,13897,3017,resnet101,34,10,83,10,0,strict
204,vc_e13805,1,14123,6461,mobilenet_v2,29,5,97,10,0,strict
205,vc_2869ce,1,134,990,resnet101,75,6,166,10,0,strict
206,vc_e13805,1,1015,9426,inception_v3,121,20,245,10,0,strict
207,vc_11cb48,1,7807,9658,vgg16,33,22,53,10,0,strict
208,vc_6c71a0,1,13875,5950,alexnet,146,5,225,10,0,strict
209,vc_7f04ca,1,19758,7239,inception_v3,26,5,42,10,0,strict
210,vc_2869ce,1,6924,395,vgg16,155,5,216,10,0,strict
211,vc_103959,1,2898,8645,alexnet,136,9,282,10,0,strict
212,vc_11cb48,1,8515,4277,resnet101,810,24,1085,10,0,strict
213,vc_0e4a51,1,18638,7251,inception_v3,21,5,82,10,0,strict
214,vc_ee9e8c,1,3280,1831,vgg16,35,8,80,10,0,strict
215,vc_e13805,1,11532,8208,alexnet,20,5,48,10,0,strict
216,vc_7f04ca,1,3275,156,alexnet,34,5,85,10,0,strict
217,vc_0e4a51,1,1464,9318,mobilenet_v2,67,13,156,10,0,strict
218,vc_11cb48,1,1147,8678,vgg16,26,8,53,10,0,strict
219,vc_2869ce,1,11269,9781,resnet101,41,9,71,10,0,strict
220,vc_ee9e8c,1,11045,9754,mobilenet_v2,901,17,1435,10,0,strict
221,vc_0e4a51,1,15782,7971,resnet101,22,14,58,10,0,strict
222,vc_11cb48,1,1000,447,mobilenet_v2,59,15,140,10,0,strict
223,vc_2869ce,1,7498,118,inception_v3,105,12,182,10,0,strict
224,vc_7f04ca,1,16587,5463,vgg16,3138,7,4713,10,0,strict
225,vc_11cb48,1,13897,1985,vgg16,32,5,83,10,0,strict
226,vc_11cb48,1,5603,9667,mobilenet_v2,53,6,157,10,0,strict
227,vc_103959,1,3480,3776,vgg16,34,12,60,10,0,strict
228,vc_b436b2,1,11332,8390,mobilenet_v2,22,24,68,10,0,strict
229,vc_b436b2,1,19649,3666,resnet101,82,10,151,10,0,strict
230,vc_11cb48,4,19981,3353,inception_v3,29,24,59,10,0,strict
231,vc_103959,4,10962,4392,mobilenet_v2,73,16,138,10,0,strict
232,vc_103959,1,115,2556,vgg16,47,25,125,10,0,strict
233,vc_0e4a51,1,19352,3701,mobilenet_v2,230,10,328,10,0,strict
234,vc_2869ce,1,11294,648,mobilenet_v2,28,5,46,10,0,strict
235,vc_ee9e8c,1,16412,5532,inception_v3,75,23,148,10,0,strict
236,vc_103959,1,14409,3841,mobilenet_v2,26,22,111,10,0,strict
237,vc_7f04ca,1,7485,8752,inception_v3,101,5,135,10,0,strict
238,vc_ee9e8c,1,16201,6965,alexnet,202,15,419,10,0,strict
239,vc_6214e9,1,9919,5290,vgg16,312,24,461,10,0,strict
240,vc_6214e9,1,13550,8406,resnet101,33,24,70,10,0,strict
241,vc_103959,1,12141,9611,alexnet,22,16,39,10,0,strict
242,vc_6c71a0,1,11056,4212,mobilenet_v2,21,23,44,10,0,strict
243,vc_b436b2,1,14441,3464,resnet101,28,13,79,10,0,strict
244,vc_6214e9,8,17199,4229,inception_v3,77,15,141,10,0,strict
245,vc_7f04ca,1,3717,2876,resnet101,292,23,543,10,0,strict
246,vc_6214e9,1,17641,1912,mobilenet_v2,30,20,59,10,0,strict
247,vc_0e4a51,1,13920,8026,inception_v3,25,17,60,10,0,strict
248,vc_11cb48,1,7623,1985,vgg16,98,20,177,10,0,strict
249,vc_b436b2,1,14410,7246,inception_v3,42,17,110,10,0,strict
250,vc_11cb48,1,17229,5974,mobilenet_v2,273,10,471,10,0,strict
251,vc_0e4a51,1,1453,6597,alexnet,41,12,107,10,0,strict
252,vc_ed69ec,1,1491,7976,inception_v3,68,5,129,10,0,strict
253,vc_103959,1,836,463,alexnet,99,7,184,10,0,strict
254,vc_11cb48,1,3431,6735,inception_v3,139,17,289,10,0,strict
255,vc_0e4a51,1,13087,4775,alexnet,28,23,113,10,0,strict
256,vc_7f04ca,1,17815,5659,vgg16,139,15,245,10,0,strict
257,vc_6c71a0,1,14411,239,alexnet,23,16,49,10,0,strict
258,vc_6c71a0,1,13556,8981,alexnet,33,12,64,10,0,strict
259,vc_0e4a51,1,14418,7262,alexnet,37,12,102,10,0,strict
260,vc_11cb48,1,7482,8596,resnet101,103,15,138,10,0,strict
261,vc_0e4a51,1,197,6929,vgg16,87,15,223,10,0,strict
262,vc_6214e9,1,3438,6648,inception_v3,138,17,282,10,0,strict
263,vc_0e4a51,1,13084,5261,mobilenet_v2,34,5,56,10,0,strict
264,vc_ed69ec,2,5073,4326,mobilenet_v2,1503,8,2607,10,0,strict
265,vc_ee9e8c,1,1607,5761,vgg16,39,21,73,10,0,strict
266,vc_0e4a51,1,1049,8777,mobilenet_v2,98,14,151,10,0,strict
267,vc_0e4a51,1,12789,1443,alexnet,50,5,111,10,0,strict
268,vc_2869ce,1,1621,7772,inception_v3,68,5,179,10,0,strict
269,vc_7f04ca,1,15269,7128,vgg16,22,10,91,10,0,strict
270,vc_11cb48,1,11403,742,mobilenet_v2,30,19,57,10,0,strict
271,vc_7f04ca,1,12136,798,alexnet,26,6,44,10,0,strict
272,vc_11cb48,1,11402,7796,alexnet,31,20,58,10,0,strict
273,vc_7f04ca,1,206,2711,alexnet,179,14,334,10,0,strict
274,vc_ed69ec,1,6912,8218,mobilenet_v2,167,6,348,10,0,strict
275,vc_11cb48,1,10670,7317,alexnet,413,8,610,10,0,strict
276,vc_e13805,1,5584,1430,alexnet,1269,12,1736,10,0,strict
277,vc_103959,1,3225,8238,mobilenet_v2,35,5,75,10,0,strict
278,vc_b436b2,1,13896,5130,resnet101,25,23,84,10,0,strict
279,vc_6c71a0,1,16967,2870,vgg16,169,8,253,10,0,strict
280,vc_6c71a0,1,7052,1086,alexnet,77,5,148,10,0,strict
281,vc_6214e9,4,17387,1024,alexnet,21,21,73,10,0,strict
282,vc_ee9e8c,4,9637,4001,vgg16,530,9,743,10,0,strict
283,vc_7f04ca,1,850,6162,inception_v3,182,6,350,10,0,strict
284,vc_7f04ca,1,13873,300,mobilenet_v2,341,17,647,10,0,strict
285,vc_b436b2,16,17223,2945,inception_v3,3285,11,3837,10,0,strict
286,vc_6214e9,1,2893,7890,inception_v3,137,14,227,10,0,strict
287,vc_2869ce,1,6916,2924,inception_v3,227,12,404,10,0,strict
288,vc_0e4a51,8,20107,8931,alexnet,2133,23,2453,10,0,strict
289,vc_2869ce,1,128,1287,alexnet,192,5,232,10,0,strict
290,vc_0e4a51,1,6910,865,vgg16,159,5,230,10,0,strict
291,vc_103959,1,7217,5082,mobilenet_v2,100,7,223,10,0,strict
292,vc_ed69ec,1,9375,7855,alexnet,71,7,165,10,0,strict
293,vc_6214e9,1,15180,7824,alexnet,22,17,60,10,0,strict
294,vc_b436b2,8,17206,7715,vgg16,31,5,74,10,0,strict
295,vc_11cb48,1,5602,2035,alexnet,55,23,98,10,0,strict
296,vc_103959,1,11563,7968,inception_v3,27,5,77,10,0,strict
297,vc_b436b2,1,5603,4684,vgg16,53,5,97,10,0,strict
298,vc_6c71a0,1,5466,3816,mobilenet_v2,78,5,114,10,0,strict
299,vc_ee9e8c,1,1344,9379,inception_v3,40,24,96,10,0,strict
300,vc_2869ce,1,11485,5421,alexnet,52,21,155,10,0,strict
301,vc_11cb48,1,13553,5192,vgg16,28,17,67,10,0,strict
302,vc_6c71a0,1,13087,5671,inception_v3,35,18,53,10,0,strict
303,vc_b436b2,1,18529,103,mobilenet_v2,22,14,71,10,0,strict
304,vc_11cb48,8,86,8187,mobilenet_v2,3667,8,4234,10,0,strict
305,vc_e13805,1,12315,3024,inception_v3,33,15,105,10,0,strict
306,vc_ee9e8c,1,5587,7506,inception_v3,1233,10,1553,10,0,strict
307,vc_7f04ca,1,17839,498,mobilenet_v2,24,18,101,10,0,strict
308,vc_b436b2,1,11465,5652,mobilenet_v2,138,5,175,10,0,strict
309,vc_6214e9,1,4285,9405,mobilenet_v2,180,15,335,10,0,strict
310,vc_6c71a0,1,916,1366,resnet101,59,7,164,10,0,strict
311,vc_6214e9,1,13460,6237,resnet101,30,10,100,10,0,strict
312,vc_ed69ec,4,12122,9750,inception_v3,1567,8,2878,10,0,strict
313,vc_6c71a0,1,11529,2327,resnet101,21,17,51,10,0,strict
314,vc_103959,1,13084,109,alexnet,25,21,56,10,0,strict
315,vc_7f04ca,1,19669,711,mobilenet_v2,21,19,71,10,0,strict
316,vc_b436b2,1,6119,4345,inception_v3,483,19,781,10,0,strict
317,vc_6c71a0,1,14126,1732,resnet101,23,20,34,10,0,strict
318,vc_11cb48,1,7330,3916,mobilenet_v2,99,21,170,10,0,strict
319,vc_e13805,1,3238,5011,resnet101,36,7,62,10,0,strict
320,vc_e13805,1,624,9321,mobilenet_v2,1969,13,2496,10,0,strict
321,vc_7f04ca,1,16969,3282,resnet101,66,5,131,10,0,strict
322,vc_103959,4,6271,2317,vgg16,999,12,1529,10,0,strict
323,vc_7f04ca,1,13873,9391,resnet101,230,5,287,10,0,strict
324,vc_ed69ec,1,11057,6075,vgg16,27,10,103,10,0,strict
325,vc_b436b2,1,15791,9526,alexnet,45,23,109,10,0,strict
326,vc_e13805,1,17583,4373,resnet101,25,18,57,10,0,strict
327,vc_ee9e8c,4,16384,2051,alexnet,1389,5,2336,10,0,strict
328,vc_0e4a51,4,16502,1797,vgg16,1990,5,2578,10,0,strict
329,vc_e13805,1,19939,3309,inception_v3,26,23,41,10,0,strict
330,vc_6214e9,1,13552,9897,inception_v3,46,5,128,10,0,strict
331,vc_ee9e8c,1,67,8694,vgg16,55,24,113,10,0,strict
332,vc_ee9e8c,1,11280,8054,alexnet,20,21,60,10,0,strict
333,vc_b436b2,1,16968,1359,resnet101,27,19,72,10,0,strict
334,vc_0e4a51,1,13085,606,vgg16,36,19,115,10,0,strict
335,vc_e13805,1,17461,8544,inception_v3,106,5,179,10,0,strict
336,vc_103959,1,1464,7623,vgg16,41,6,96,10,0,strict
337,vc_7f04ca,1,8589,659,mobilenet_v2,262,23,531,10,0,strict
338,vc_6214e9,8,8293,3514,mobilenet_v2,1342,23,1547,10,0,strict
339,vc_103959,1,3241,3883,resnet101,34,17,59,10,0,strict
340,vc_ee9e8c,1,19164,2528,alexnet,102,21,216,10,0,strict
341,vc_b436b2,1,15270,216,mobilenet_v2,285,14,450,10,0,strict
342,vc_b436b2,1,12141,1755,alexnet,20,23,39,10,0,strict
343,vc_0e4a51,1,17842,8916,vgg16,24,12,98,10,0,strict
344,vc_0e4a51,1,701,4981,alexnet,393,24,799,10,0,strict
345,vc_e13805,1,15573,9520,vgg16,90,8,147,10,0,strict
346,vc_6c71a0,1,13552,5975,resnet101,28,16,68,10,0,strict
347,vc_ed69ec,1,8555,1376,resnet101,742,5,985,10,0,strict
348,vc_2869ce,1,154,2301,alexnet,123,5,206,10,0,strict
349,vc_7f04ca,1,3242,4205,vgg16,33,9,58,10,0,strict
350,vc_6214e9,1,15270,1033,mobilenet_v2,22,23,90,10,0,strict
351,vc_2869ce,1,974,2169,resnet101,60,13,106,10,0,strict
352,vc_ed69ec,1,72,5788,inception_v3,176,9,348,10,0,strict
353,vc_0e4a51,1,16962,5113,resnet101,158,13,318,10,0,strict
354,vc_103959,1,15835,577,alexnet,1110,5,1625,10,0,strict
355,vc_103959,1,1490,6519,resnet101,41,22,70,10,0,strict
356,vc_2869ce,1,17841,1290,mobilenet_v2,33,5,99,10,0,strict
357,vc_6c71a0,4,16812,7793,mobilenet_v2,943,5,1368,10,0,strict
358,vc_e13805,1,12144,8483,alexnet,24,7,96,10,0,strict
359,vc_103959,1,3289,2136,vgg16,33,20,71,10,0,strict
360,vc_11cb48,1,6910,5562,resnet101,162,18,290,10,0,strict
361,vc_11cb48,1,15422,571,vgg16,114,5,238,10,0,strict
362,vc_6c71a0,1,17426,3083,mobilenet_v2,208,18,274,10,0,strict
363,vc_e13805,1,111,2082,alexnet,83,15,129,10,0,strict
364,vc_ed69ec,1,11126,2455,alexnet,21,10,94,10,0,strict
365,vc_0e4a51,1,18671,2740,inception_v3,22,5,49,10,0,strict
366,vc_0e4a51,1,991,8791,resnet101,97,23,209,10,0,strict
367,vc_6214e9,1,12077,7895,vgg16,36,5,103,10,0,strict
368,vc_ed69ec,1,12566,2893,resnet101,114,5,154,10,0,strict
369,vc_7f04ca,1,47,5107,vgg16,43,20,133,10,0,strict
370,vc_7f04ca,1,13086,9469,mobilenet_v2,21,14,54,10,0,strict
371,vc_7f04ca,1,11365,4059,alexnet,22,8,95,10,0,strict
372,vc_b436b2,1,10261,1552,resnet101,315,10,419,10,0,strict
